"2018-10-19 16:15:30","http://gall.dcinside.com/board/view/?id=superidea&no=161232&s_type=search_all&s_keyword=그래픽카드&page=1","그래픽카드 쿨러 장착 후기","초개념 갤러리","Rolf","10 17 10:00:01","기존 ITX 시스템. CPU는 R5 2600, GPU는 1080 cpu쿨러 배기, 케이스 하단에 아틱 F12 두개 흡기로 달아놨었음. 게임돌리면 CPU 70도, 글카 77도정도 나오던 상황이고 ITX치고 만족스러웠지만 더 좋은 쿨링 방법이 유튜브에 소개되어있길래 한번 시도해봤다. 컴갤에서 젠틀타이푼 약을 오지게 팔길래 나도 한번 사봄 ㅎ 그래픽카드를 더 차갑게 식혀줄 새 쿨러 아틱 Accelero Xtreme III 포장이 그냥 플라스틱 케이스라 상자 배대지에서 버린줄 알았다 쿨러 꺼내고 좀 당황했던게 서멀을 그냥 저렇게 발라놨음 이 쿨러를 장착하고서는 이 케이스에 넣기엔 너무 커져서 팬 떼버림 플라스틱 포장에다 넣고 배송하니 스택 핀 다 휘었다 박스 안쓰고 이딴 포장 선택한 아틱새끼들 대가리 ㅆㅅㅌㅊ  기존 글카 쿨러 분해하는데 씨발 이거 존나 안빠져서 존나 고생함 ㅡㅡ 롱노우즈 사기 싫어서 손으로 어떻게든 해보려했는데 손톱만 다 부러짐 씨발거 히트싱크 분리하고 난 후 메모리랑 전원부에 써멀겸 글루 발라주고 동봉된 방열핀 달아줌. 이러고 한시간 말리면 됨 완성된 모습.  히트싱크 달아주는 과정 찍는거 깜박했는데 상상에 맡김 케이스 아래에 젠틀타이푼 배기로 달아줬고 CPU쿨러는 배기에서 흡기로 바꿔서 달아줌 가장 중요한 온도변화 CPU는 몇도 차이 없고 GPU 77 >65도 ㅆㅅㅌㅊㅋㅋㅋㅋㅋ 77도 나오는것도 팬속 65%정도 돌아갔었는데 존나 시끄러웠는데 젠틀타이푼은 팬속 55%정도에 65도, 그리고 진짜 명성대로 조용하다 내 룸메 노트북소리보다 작음 ㄹㅇ ITX에서 이 정도 온도 나온다는것에 매우 흡족한 변경이였다 출처: 컴퓨터 본체 갤러리 [원본보기] 추천검색 추천 비추천 55 25 개념 추천 개념 비추천 4 힛추 공유 신고 원본 첨부파일 12 DSC_2596.jpg DSC_2584.jpg DSC_2586.jpg DSC_2587.jpg DSC_2590.jpg DSC_2592.jpg DSC_2597.jpg DSC_2600.jpg DSC_2601.jpg LMS_2848.jpg KakaoTalk_20181016_213819558.jpg KakaoTalk_20181016_213819357.jpg"
"2018-10-19 16:15:31","http://gall.dcinside.com/board/view/?id=superidea&no=161232&t=cv&s_type=search_all&s_keyword=그래픽카드&page=1","그래픽카드 쿨러 장착 후기","초개념 갤러리","Rolf","10 17 10:00:01","추천검색 추천 비추천 55 25 개념 추천 개념 비추천 4 힛추 공유 신고 원본 첨부파일 12 DSC_2596.jpg DSC_2584.jpg DSC_2586.jpg DSC_2587.jpg DSC_2590.jpg DSC_2592.jpg DSC_2597.jpg DSC_2600.jpg DSC_2601.jpg LMS_2848.jpg KakaoTalk_20181016_213819558.jpg KakaoTalk_20181016_213819357.jpg"
"2018-10-19 16:15:32","http://gall.dcinside.com/board/view/?id=superidea&no=160960&s_type=search_all&s_keyword=그래픽카드&page=1","(씹스압, 사진많음) 커스텀 수냉 가이드 2   수냉 파츠 1탄","초개념 갤러리","sylphe","10 14 10:00:02","1편 : 커스텀 수냉의 장단점 http://gall.dcinside.com/board/view/?id=pridepc_new3&no=8329485&exception_mode=recommend&page=1   앞 장에서 사실 커스텀 수냉, 업체에 맡겨도 되는가? 에 대한 말을 쓰려고 했는데 생각보다 글이 너무 길어져 끊었다. 여기에 이어서 말하자면, 일단 나는 업체에 맡겨서 빌딩하는 것을 추천하지 않는다. 그런 애들보다 내가 더 잘함 씨발아 이런 말이 아니라.. 그렇게 해놓아 봤자 향후 문제생겼을 때 유지보수 자체를 전혀 하지 못하게 되고, 단순 부품 교체를 한다고 하더라도 애를 먹을 것이 뻔하기 때문이다. 천천히 접근하면 어렵지 않기 때문에 비싼 공임 주고 업체에 맡기지 말고, 가성비 좋은 부품들로 현명하게 구매하여 너만의 시스템을 만들어 보도록 하자. 오늘은 지난 장에서 예고했던 것처럼 커스텀 수냉에 필요한 파츠와 브랜드, 구입처 등을 알려주려고 했는데.. 생각보다 너무 길어져서 워터블럭과 피팅만 설명하고 다음 장에서 나머지를 알려주도록 할게. 1. 워터블럭(Water block) 보통 ‘자켓’ 이라고도 많이 부르는데, 워터블럭이 보다 통용되는 말인 것 같다(정확하진 않음). 워터블럭은 PC에 부착되는 모든 부품에 맞는 블록이 있다(cpu, ram, vga은 물론이고 메인보드 칩셋, m.2 타입 ssd, 심지어 파워도 있다) 그러나 대부분의 사람들이 수냉하는 부분은 CPU, VGA, 메인보드 전원부 일것이다. 가장 발열이 강하기도 하고, 수냉 했을 때 직접적으로 성능 이득을 볼 수 있는 부분이기 때문이다. 램의 경우 요즘에는 발열이 그렇게 강하지 않고, m.2 nvme ssd의 경우 수냉을 하면 오히려 성능이 저하된다는 실험결과도 보고된 바가 있으므로 본인의 타겟을 잘 결정하자. (NVMe M.2 수랭주의하세요. – http://cooln.net/bbs/water_cooling/341939?sfl=wr_subject&stx=nvme&sop=and) 특히 요즘에는 CPU와 메인보드 전원부를 동시에 식힐 수 있는 모노블럭이 보드별로 출시되고 있어, 수로를 간소화 하면서도 쿨링을 최대한으로 할 수 있다. (모노 블럭. 출처 : EKWB) 워터블럭의 경우 대부분의 제품이 열 전도성이 우수한 구리로 만들어져 있다.  매우 매우 저렴한 제품의 경우 알루미늄을 사용한 제품도 있지만, 후술할 갈바닉 부식현상 때문에 망할 수 있으므로 알루미늄 제품은 사용하지 말자. Cpu 워터블럭의 경우 열 전도를 최대화하기 위해 블럭 안쪽에 미세 수로가 있고, 그 위에 Jet plate라는 가장 이상적인 방향으로 냉각수가 입수되게끔 만들어 주는 판이 하나 덧대어 있다. 그래서 cpu 워터블럭의 경우 보통 냉각수가 들어가는 부분과 나오는 부분이 IN, OUT 표시로 뚜렷하게 구분되어 있다. 너네들이 한번쯤은 모두 사 봤을 공랭쿨러도 전용 브라켓이 들어가 있지? cpu 워터블럭을 구매했을 때도 똑같다. 전용 브라켓이 들어가 있는 경우가 많다. 물론 워터블럭도 cpu 소켓으로 구분지어 판매하기 때문에, 상품 상세설명을 잘 보고 구매해야 하겠다. (EKWB에서 나온 신형 인텔 cpu 워터블럭. 표시가 안 되어있다면 중앙 쪽에 가까운 것이 인포트이다. 출처 : EKWB) VGA 워터블럭의 경우 위와는 달리, 입수구와 출수구를 본인이 마음대로 정해도 성능에 큰 문제는 없으나, 제조사에서는 VGA 코어 부분에 냉각수가 먼저 입수되도록 빌딩하라고 추천하고 있다. 친절한 회사들은 슬라이나 크파 구성시에 냉각수 흐름도 추천해주는 곳도 있다. 중요한 건데, VGA 워터블럭은 아무렇게나 골라버리면 안 된다. 니가 레퍼런스 pcb를 사용한 제품을 사용한다면(Founder's edition은 기본이고 그 위에 쿨러만 얹은 inno3d나.. EVGA의 sc 시리즈나.. 만리나 이엠택의 블랙 에디션이나.. 잘 찾아봐야 함) Founder's edition 용 워터블럭을 사서(보통 그래픽카드 출시 이후 1달 안에 바로 나옴. 이번 2천번대는 같이 나옴) 쓰면 된다. 그런데 제조사에서 전원부 등을 보강하여 내놓은 비레퍼 그래픽카드의 경우, 전용 블럭이 따로 있는 경우가 대부분이다. 스트릭스용, 기가 어로스용 다 있음. 여러가지 비레퍼 블럭을 커버하는 제품이 나오기는 하나, 전세대인 파스칼 그래픽카드의 경우 2천번대 떡밥이 말라 비트러질정도 되었을 때 범용 블럭이 출시되었다. 졸라 느리단 얘기임. 그러니까 새로 그래픽카드를 사서 수냉하고 싶다면 레퍼기판 모델을 사서 하는게 편할 수도 있다. 2. 피팅, 배관재(Fitting) 피팅(한국어로 배관재이지만 보통 피팅이라고 씀)은 커스텀 수냉을 빌딩하는 데 있어 너를 가장 괴롭힐 부분이고, 그만큼 종류가 다양하다. 거기에 가끔씩 한 두 개씩 빼먹어서 완성 못하고 택배 기다리면 정말 화가 난다(경험담).. 그러니 잘 알아보고 니가 구성할 수로에 필요한 피팅을 생각해서 여유분까지 추가하여 구매하도록 하자. 소프트 튜빙의 경우 배수로만 잘 구축하면 딴건 필요 없다. 그러므로 하드 튜빙(PETG, 동관)용 피팅에 더 포커스를 맞출 것 같네. 2 1. 컴프레션 피팅(Compression fitting) Compression(압축). 가장 많이 쓰이는 타입의 피팅이다. 매우 직관적이게도, 컴프레션 피팅은 튜브와 블럭, 또는 튜브와 튜브 사이에 고무 링 또는 튜브 자체를 압축시키는 원리로 누수를 방지하는 타입의 피팅이다. 이 피팅은 어떠한 파츠(블럭, 온도계 등)와 튜브를 연결시켜줄 때 쓴다. 소프트 튜브용 컴프레션 피팅의 경우, 튜브 안 쪽에 삽입되는 부분이 있기 때문에 본인이 사용할 튜브의 외경, 내경을 모두 맞추어서 구매하여야 한다. 그러나 하드 튜브용 컴프레션 피팅의 경우 튜브에 고무 링을 끼운 채로 피팅에 삽입하고, 그리고 겉에서 고무 링을 압착시켜 누수를 방지하는 형태이기 때문에, 튜브의 외경만 고려하여 구매하면 된다. 이 과정에서 튜브의 끝부분의 마감이 제대로 되지 않는다면 고무링을 찢어 먹는 상황이 생길 수 있으므로, 고무링은 10개 정도 여유분으로 사두자(근데 잘 안 찢어짐). 니가 만약 PVC 호스를 사용하여 앵글 피팅이 전혀 필요 없다면, 쓰는 파츠 X 2개만큼의 일반 컴프레션 피팅을 구매한다면 딱 맞는다. (물론 배수로는 따로 구축해야 하지만) 예) CPU 워터블럭 입수 출수(2), VGA 워터블럭 입수 출수(2), 라디에이터 두개 입수 출수(4), 펌프+물통 리턴 출수 (2), 온도계(2) = 12개 (컴프레션 피팅. 출처 : EKWB) 이 아래부터는 특수한 상황에서 필요한 피팅들인데, 주로 하드 튜브 빌딩에서 필요하다. 2 2. 앵글 피팅(Angle fitting 또는 Angle adapter) 하드 튜브는 보통 열을 가하여 본인이 원하는 모양대로 구부리는게 가능하지만, 밴딩 난이도가 매우 높거나(90도 등 직각이 아니면 까다로움) 중간에 피팅으로 포인트를 주고 싶은 경우에는 앵글 피팅을 사용할 수 있다. 앵글 피팅의 경우 각도별(보통 30, 45, 90도)로 꺾이기만 해 있는 피팅과, 꺾여 있음 + 회전 가능한 종류 가 있는데, 무조건 회전이 가능한 앵글 피팅을 구매하는 것을 추천한다(보통 360 degree rotate 등으로 써져 있음). 왜냐하면 회전 기능이 없으면 피팅을 돌려서 끼울 때 원하는 90도를 정확히 맞추기도 쉽지 않을뿐더러, 예상치 못한 이유로 생각했던대로 수로가 짜지지 않을 수도 있기 때문이다. 무조건 회전 되는걸로 사도록. 사진은 앵글피팅의 끝부분에 컴프레션 피팅을 추가적으로 장착하여 튜브를 장착하는 방식의 피팅이다. 저게 없이 애초에 컴프레션 피팅 일체형으로 나사만 풀면 튜브를 꽂을 수 있게 만들어놓은 것도 있음. (90도 회전식 앵글 피팅. 출처 : EKWB) 2 3. 확장 피팅(Extender fitting) – 범용 확장 피팅은 특수한 상황일 때 사용되는데, 예를 들어 나 같은 경우는 라디에이터에 팬을 장착하면 컴프레션 피팅이 두꺼워서 라디에이터 입/출수구에 장착이 불가능 했다. 그래서 팬의 두께정도 되는 암 수 확장 피팅을 구매해서, 암나사 부분에 컴프레션 피팅을 연결하는 방법으로 이를 해결하였다. 뿐만 아니라 로터리 피팅(한 개 피팅에 구멍이 여러 개 뚫려 물줄기를 나눌 수 있음)에 다른 피팅을 연결하고자 할 때 숫 숫 피팅이 필요하기도 하다 확장피팅은 암 수, 수 수, 암 암 등 너가 필요한 대로 구매할 수 있고, 길이 또한 3, 4종류 정도로 매우 다양하다. 확장 피팅이 갑자기 필요한 경우가 생겨서 추가 택배를 기다리는 불상사가 벌어지는 경우가 종종 있다. 확장피팅 또한 앵글 피팅과 같이 360도 회전이 되는 종류와, 안 되는 종류가 있다. 필요에 따라 구매하면 된다. 여기에 추가적으로 확장피팅은 길이가 조절되는 것도 있는데, 주로 이 피팅은 2개 이상의 그래픽카드를 수냉할 때 두 개의 워터블럭을 이어준다던지 하는 방식으로 사용하기도 한다. (많은 종류의 익스텐더. 출처 : EKWB) (출처 : ttorysystems) 2 4. 로터리 피팅(Splitter) – 범용 로터리 피팅은 위에서 잠깐 언급한 것처럼 구멍이 뚫려 있어 물줄기를 여러 갈래로 나눠주는 피팅으로, 배수로를 만들거나, 메인보드의 수온 센서를 장착하기 위해서는 무조건 구매하여야 한다. 그냥 필수라고 생각하면 된다. 보통 3 way, 4 way, 5 way 정도의 종류가 있고, 큐브 타입과 한쪽이 숫나사 형태인 타입이 있다. 나는 숫나사 타입의 로터리 피팅을 펌프에 바로 달아서 3갈래로 나누어, 하나는 발열체로 가는 수로, 하나는 메인보드에 부착할 수온 센서, 하나는 배수로로 사용하고 있다. (로터리 피팅. 출처 : EKWB) 2 5. 밸브 피팅(Valve) – 필수 커스텀 수냉 빌드를 완성했는데 부품을 갈거나, a/s를 보내기 위해 해체해야 할 때 냉각수를 빼야 하는데, 미리 배수로를 만들어 놓지 않았다면 매우 곤란해진다. 밸브 피팅은 배수를 편하게 만들어 주는 피팅으로, 그냥 수도꼭지라고 생각하면 된다. 바로 위의 로터리 피팅을 이용해 수로를 갈라놓고 한쪽에 밸브를 달아놓으면, 냉각수를 빼야 할 때 수도꼭지만 열어주면 바로 냉각수가 배출된다. 없는 것과 있는 것의 차이가 매우 큰 피팅 중 하나이므로, 무조건 구매하는 것을 추천한다. 잠깐 언급하자면 배수로의 경우 당연한 얘기지만 최대한 아래 쪽에 만들어 두는 것이 중력에 의해 냉각수가 배출되게끔 하기 편리하다. (밸브 피팅. 출처 : Barrow) 2 6. 플러그 피팅(Plug fitting) – 필수 구멍을 막아주는 피팅이다. 로터리 피팅을 썼을 때 남은 구멍을 막아주거나, 물통 위의 남은 구멍을 막아주거나 할 때 쓴다. 플러그는 가격도 싸고 해서 여러 개 주문해 놓는 것을 추천하는데, 그 이유는 수로를 해체할 때 매우 유용하게 쓰이기 때문이다. 1차적으로 배수로를 이용하여 냉각수를 모두 배출시킨 뒤, 수로를 하나 하나 뜯으면서 블럭과 라디에이터의 구멍을 전부 플러그로 막으면 매우 쉽게 수로를 해체할 수 있다. (플러그 피팅. 출처 : ttorysystems) 2 7. 수온 센서(Temperature sensor) – 개인적으로 필수라고 생각 수온 센서는 아무 위치에나 추가하면 그 부분을 지나가는 냉각수의 온도를 재 준다. 재면 끝이 아니라, 보드의 수온 센서 단자에 연결하면 바이오스상에서 해당 정보를 읽을 수 있다. 나는 이 수온 정보를 PWM 소스로 사용해서 쿨링 팬을 돌리는 것이 가장 이상적인 방식이라고 생각해서, 개인적으로 필수라고 생각한다. 마찬가지로 로터리 피팅을 이용하여 추가 해주는 파츠이다. (수온 센서 피팅. 출처 : ttorysystems) 2 8. 가시화 장치(Monitoring parts) – 개인적으로 필수 온도계와 플로우 인디케이터, 유량계가 여기에 해당된다. 개인적으로 온도계를 그때그때 모니터링 프로그램을 이용하여 확인하는 것은 상당히 귀찮으므로, 본체 슥 보면 수온이 보이게끔 하는게 좋다고 생각한다. 다음으로 플로우 인디케이터나 유량계는 둘 다 냉각수의 흐르는 속도를 가시화 시켜주는 장치인데, 유량계는 보통 L/min 으로 표시되는 LCD가 있고, 인디케이터는 내부의 바람개비가 돌아가는 속도로 가늠해볼 수 있다. 개인적으로 유량계는 플로우 인디케이터 하나면 충분하다고 생각된다. 유량계는 혹시 워터블럭에 이물질이 끼거나, 펌프에 문제가 있거나 할 때 색이 있는 냉각수는 육안으로 유속을 확인하기가 좀 까다로우므로 꼭 있어야 한다고 생각한다. (Bitspower의 플로우 인디케이터. RGB도 달려 있음. 출처 : ttorysystems) 2 9. 압력배출 피팅(Pressure valve) – 없어도 됨 처음 냉각수를 주입할 때, 안에 기포가 들어가기가 매우 쉽다. 기포는 본체를 조금 기울여 주거나, 펌프를 강하게 돌리거나 하면 빠지는데, 보통 수냉 빌드는 완전히 밀폐되게끔 구멍을 모두 막아주기 때문에 그때 그때 분리해서 공기를 빼주는게 귀찮기 마련이다. 그것을 해결해주기 위한 피팅으로, 위쪽을 누르면 들어가서 공간이 생기게끔 만들어 놓은 피팅이다. 개인적으로 필수는 아니라고 생각하는데, 그 이유는 일반적으로 플러그 피팅보다 크기가 좀 커서 난 살짝 거슬리는 것 같다. 플러그 피팅 푸는 데 시간이 그렇게 오래 걸리는 것도 아니고.. 난 일단 달아 놓기는 했음;; (압력 배출 피팅. 출처 : ttorysystems) 이외에도 낙하음 방지 피팅, 물통에 추가할 수 있는 LED 피팅 따위가 있는데, 얘네들은 필수보단 튜닝의 범주로 넘어가므로 궂이 설명해주진 않겠다. 이런 애들을 살까 고민하는 정도면 이미 이 글이 필요하지는 않을 거임 ㅋㅋ 글이 너무 길어서 여기까지만 쓰고(개 힘듬), 다음 번에는 펌프와 물통, 라디에이터, 관재 정도를 설명하면 되겠고.. 설명 끝나고 나면 이제 브랜드와 구매처 소개를 해주게따. 읽느라 수고가 많았음 출처: 컴퓨터 본체 갤러리 [원본보기] 추천검색 추천 비추천 71 32 개념 추천 개념 비추천 1 힛추 공유 신고 원본 첨부파일 5 valve ttory.jpg EK PLUG ttory.jpg thermal sensor ttory.jpg indicator bitspower.jpg pressure valve ttory.jpg"
"2018-10-19 16:15:33","http://gall.dcinside.com/board/view/?id=superidea&no=160960&t=cv&s_type=search_all&s_keyword=그래픽카드&page=1","(씹스압, 사진많음) 커스텀 수냉 가이드 2   수냉 파츠 1탄","초개념 갤러리","sylphe","10 14 10:00:02","추천검색 추천 비추천 71 32 개념 추천 개념 비추천 1 힛추 공유 신고 원본 첨부파일 5 valve ttory.jpg EK PLUG ttory.jpg thermal sensor ttory.jpg indicator bitspower.jpg pressure valve ttory.jpg"
"2018-10-19 16:15:33","http://gall.dcinside.com/board/view/?id=superidea&no=160665&s_type=search_all&s_keyword=그래픽카드&page=1","수정)그래픽카드 인식안되는 빌런","초개념 갤러리","This is Evel","10 10 17:00:01","비번 까먹어서 수정못하고 다시 올림.. ㅋㅋ 형들 말대로 그래픽카드에 꽂았는데 모니터가 안켜짐 아까도 이래서 위에다 꽂는건가? 하고 꽂은건뎅.. ㅠㅠ   dc official App 출처: 컴퓨터 본체 갤러리 [원본보기] 추천검색 추천 비추천 26 10 개념 추천 개념 비추천 3 힛추 공유 신고 원본 첨부파일 4 20181010_121530.jpg 20181010_121230.jpg 20181010_121131.jpg 20181010_122144.jpg"
"2018-10-19 16:15:34","http://gall.dcinside.com/board/view/?id=superidea&no=160665&t=cv&s_type=search_all&s_keyword=그래픽카드&page=1","수정)그래픽카드 인식안되는 빌런","초개념 갤러리","This is Evel","10 10 17:00:01","추천검색 추천 비추천 26 10 개념 추천 개념 비추천 3 힛추 공유 신고 원본 첨부파일 4 20181010_121530.jpg 20181010_121230.jpg 20181010_121131.jpg 20181010_122144.jpg"
"2018-10-19 16:15:35","http://gall.dcinside.com/board/view/?id=superidea&no=160517&s_type=search_all&s_keyword=그래픽카드&page=1","그래픽카드 사제쿨러 설치후기 3","초개념 갤러리","보험사기킹","10 09 10:00:02","그래픽카드용 사제쿨러중 가장 유명한 아틱의 엑셀레로 익스트림 시리즈다 사실 원래 이거하나만 살려다가 레퍼만 호환이 된다는 이야길 듣고 전글의 듣보잡들을 보험삼아 산거임 몬가 브가지지대같은것도 들어있음 엄청 큰 방열판이 한개가 있고 전글의 쿨러들과는 달리 작은 방열판들이 따로 없음 설명서를 읽어보니 이 쿨러는 이걸 PCB 뒤에 장착하는걸로 전원부나 브가램 쿨링을 다 하는것 같음 근데 이 방식이 좋은진 잘 모르겠다 나중에 전글에 사용된 쿨러들 부속품에 있던 작은 방열판도 같이 구성해서 써봐야겠음 존나친절하게 써멀구리스도 미리 도포되있고 팬도 달려있고 브라켓도 끼워져있음 기판 뒷면에 써멀패드를 붙여야 하다보니 난이도가 높음 이 필름이 있어야 방열판과 PCB가 직접적으로 맞닿아 쇼트가 일어나는일이 없을것 칼질하느라 애먹음 진행과정 70%정도 되어서 알았는데 부속품이 없음ㅋㅋㅋ 5.5mm 흰색 와셔가 있어야 하는데 없는거임 거기다가 심지어 2층짜리 HDMI단자랑 히트파이프가 부딪혀서 장착자체가 불가능함 그래서 극약처방으로 넘어감 히트파이프 머리를 두들기다보니 커브드에디션이 되어버림 하지만 장착은 잘됨 없는 5.5mm 흰색 와셔는 집에있는 PCB 절연와셔 7개를 쌓으면 5.5mm가 된다는 사실을 깨닫고 이걸로 대체함 완벽 나사를 조이고 클램프로 고정을 해줘야 하는데 비레퍼런스 카드라 PCB 모양이 앞으로 툭튀어나온것이 있어 앞쪽을 클램프로 고정시켜줄 수가 없음 그리고씨발 다하고나서 보니까 쿨링팬 안꽂음 원랜 이짤처럼 클램프 측면나사와 지지대를 결합해서 두가지 기능을 동시에 얻을수 있었음 쿨러설계자체는 좋은것같다 테스트를위해 꽂음 결론은 2편이랑 큰 온도차이가 없는데 이건 써멀패드 접착력에 의존하는 방식이 아니라서 아틱제품이 좀 더 좋은것 같음 근데씨발 사진으로 보이듯 그래픽카드를 꺼내야되는데 백플레이트 방열판 때문에 그래픽카드 슬롯 걸쇠에 손을 집어넣을수가 없음 이제 강화유리 없는 케이스를 사서 저것들을 안보이게 하면 끝남 1편   http://gall.dcinside.com/board/view/?id=pridepc_new3&no=8301412&exception_mode=recommend&page=1 2편   http://gall.dcinside.com/board/view/?id=pridepc_new3&no=8301470&exception_mode=recommend&page=1 출처: 컴퓨터 본체 갤러리 [원본보기] 추천검색 추천 비추천 36 14 개념 추천 개념 비추천 3 힛추 공유 신고 원본 첨부파일 20 20181008_151054.jpg 20181008_151135.jpg 20181008_151210.jpg 20181008_151235.jpg 20181008_151403.jpg 20181008_153732.jpg 20181008_155704.jpg 20181008_161011.jpg 20181008_161016.jpg 20181008_161336.jpg 20181008_162324.jpg 20181008_163044.jpg 20181008_163214.jpg 20181008_164052.jpg 20181008_164141.jpg 20181008_164507.jpg 20181008_164706.jpg 20181008_165322.jpg jboxh3.png 20181008_162711.jpg"
"2018-10-19 16:15:36","http://gall.dcinside.com/board/view/?id=superidea&no=160517&t=cv&s_type=search_all&s_keyword=그래픽카드&page=1","그래픽카드 사제쿨러 설치후기 3","초개념 갤러리","보험사기킹","10 09 10:00:02","추천검색 추천 비추천 36 14 개념 추천 개념 비추천 3 힛추 공유 신고 원본 첨부파일 20 20181008_151054.jpg 20181008_151135.jpg 20181008_151210.jpg 20181008_151235.jpg 20181008_151403.jpg 20181008_153732.jpg 20181008_155704.jpg 20181008_161011.jpg 20181008_161016.jpg 20181008_161336.jpg 20181008_162324.jpg 20181008_163044.jpg 20181008_163214.jpg 20181008_164052.jpg 20181008_164141.jpg 20181008_164507.jpg 20181008_164706.jpg 20181008_165322.jpg jboxh3.png 20181008_162711.jpg"
"2018-10-19 16:15:37","http://gall.dcinside.com/board/view/?id=superidea&no=160473&s_type=search_all&s_keyword=그래픽카드&page=1","그래픽카드 사제쿨러 설치후기 1","초개념 갤러리","보험사기킹","10 08 17:00:02","쓰고있는 기가바이트 gtx1080ti가 온도를 존나 못잡아서 뭔 겜만 하면 팬속이 미쳐날뛰고 비행기 이륙음이 들려서 브가사제쿨러를 사봤다 뭐가 호환이 될지 몰라서 그냥 아마존에 파는거 세개 집어담았다 문제의 기가바이트 GTX1080ti 사실 이건 기가바이트 GTX1080ti 워터블럭 제품을 샀다가 커수냉탈출은 지능순임을 뒤늦게 깨닫고 공랭쿨러만 타오바오에서 산거다 2080ti도 출시했겠다 이리저리 뜯고맛보고 즐기다가 고장나면 버리고 2080ti 살맘먹고 험하게 다루기로 첫번째타자는 RAIJINTEK Morpheus II CORE Edition 이다 레진텍은 국내에도 유통되고 있고 그 유통사는 몬스타기어 이므로 레진텍 제품은 직구를 추천한다 난 저런새끼들이 돈을 벌어들인다는 사실 자체가 짜증난다 구성품이 꽤 괜찮은 편인데 써멀패드와 써멀구리스는 한눈에봐도 저품질이다 난 사실 레진텍의 케이스랑 팬은 사본적 있어도 쿨러는 첨인데 내가본 어떠한 제조사보다 베이스가공이 병신같다 브가램이랑 전원부용 방열판들이다 대부분의 브가사제쿨러는 이런식의 방열판을 이용하기 때문에 히트싱크를 한번 거친 바람을 맞게되서 일반적인 비레퍼 쿨러들보다 브가램과 전원부의 발열 해소는 한수 아래라고 보면 된다 120MM 25T 팬과 120MM 13T팬용 클립이 있다 브라켓장착 써멀패드는 거의 접착제와 같다 이렇게 될 수 밖에 없는게 저 작은 방열판들이 수평으로 메달려있기 때문에 써멀패드가 어느정도의 접착력이 없으면 떨어지기 때문일것 결론만 말하자면 RAIJINTEK Morpheus II CORE Edition 이 제품은 사용이 불가능 전원부 히트싱크가 서로서로 간섭을 일으키는 병신같은 구조로 되어있음 2편에서 출처: 컴퓨터 본체 갤러리 [원본보기] 추천검색 추천 비추천 22 9 개념 추천 개념 비추천 2 힛추 공유 신고 원본 첨부파일 9 20181008_124244.jpg 20181008_124757.jpg 20181008_125357.jpg 20181008_125518.jpg 20181008_125601.jpg 20181008_125952.jpg 20181008_130000.jpg 20181008_130342.jpg 20181008_130552.jpg"
"2018-10-19 16:15:38","http://gall.dcinside.com/board/view/?id=superidea&no=160473&t=cv&s_type=search_all&s_keyword=그래픽카드&page=1","그래픽카드 사제쿨러 설치후기 1","초개념 갤러리","보험사기킹","10 08 17:00:02","추천검색 추천 비추천 22 9 개념 추천 개념 비추천 2 힛추 공유 신고 원본 첨부파일 9 20181008_124244.jpg 20181008_124757.jpg 20181008_125357.jpg 20181008_125518.jpg 20181008_125601.jpg 20181008_125952.jpg 20181008_130000.jpg 20181008_130342.jpg 20181008_130552.jpg"
